uuid,item_id,timestamp,price,url,color,title,is_new
H082924CAAD1716218767,H082924CAAD,1716218767,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H085078CKAA1716218767,H085078CKAA,1716218767,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H083618CKAB1716218767,H083618CKAB,1716218767,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H073611CK8U1716218767,H073611CK8U,1716218767,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083894CAAG1716218767,H083894CAAG,1716218767,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H078595CKAA1716218767,H078595CKAA,1716218767,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H073611CK8U1716219367,H073611CK8U,1716219367,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H083618CKAB1716219367,H083618CKAB,1716219367,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H085078CKAA1716219367,H085078CKAA,1716219367,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H082924CAAD1716219367,H082924CAAD,1716219367,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H083618CKAC1716219367,H083618CKAC,1716219367,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H078595CKAA1716219367,H078595CKAA,1716219367,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H083894CAAG1716219367,H083894CAAG,1716219367,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H073611CK8U1716219967,H073611CK8U,1716219967,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H078595CKAA1716219967,H078595CKAA,1716219967,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H085078CKAA1716219967,H085078CKAA,1716219967,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H083618CKAB1716219967,H083618CKAB,1716219967,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H083894CAAG1716219967,H083894CAAG,1716219967,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H083618CKAC1716219967,H083618CKAC,1716219967,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H082924CAAD1716219967,H082924CAAD,1716219967,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H083618CKAB1716220567,H083618CKAB,1716220567,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H073611CK8U1716220567,H073611CK8U,1716220567,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H085078CKAA1716220567,H085078CKAA,1716220567,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H083894CAAG1716220567,H083894CAAG,1716220567,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H082924CAAD1716220567,H082924CAAD,1716220567,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H078595CKAA1716220567,H078595CKAA,1716220567,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H083618CKAC1716220567,H083618CKAC,1716220567,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H078595CKAA1716221768,H078595CKAA,1716221768,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H082924CAAD1716221768,H082924CAAD,1716221768,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H083618CKAB1716221768,H083618CKAB,1716221768,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H083894CAAG1716221768,H083894CAAG,1716221768,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H073611CK8U1716221768,H073611CK8U,1716221768,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083618CKAC1716221768,H083618CKAC,1716221768,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H085078CKAA1716221768,H085078CKAA,1716221768,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H085078CKAA1716222367,H085078CKAA,1716222367,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H083894CAAG1716222367,H083894CAAG,1716222367,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H083618CKAB1716222367,H083618CKAB,1716222367,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H082924CAAD1716222367,H082924CAAD,1716222367,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H078595CKAA1716222367,H078595CKAA,1716222367,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H083618CKAC1716222367,H083618CKAC,1716222367,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H073611CK8U1716222367,H073611CK8U,1716222367,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H073611CK8U1716222967,H073611CK8U,1716222967,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083894CAAG1716222967,H083894CAAG,1716222967,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H078595CKAA1716222967,H078595CKAA,1716222967,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H083618CKAC1716222967,H083618CKAC,1716222967,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H082924CAAD1716222967,H082924CAAD,1716222967,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H083618CKAB1716222967,H083618CKAB,1716222967,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H085078CKAA1716222967,H085078CKAA,1716222967,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H083618CKAC1716223567,H083618CKAC,1716223567,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H085078CKAA1716223567,H085078CKAA,1716223567,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H082924CAAD1716223567,H082924CAAD,1716223567,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H078595CKAA1716223567,H078595CKAA,1716223567,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H083618CKAB1716223567,H083618CKAB,1716223567,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H073611CK8U1716223567,H073611CK8U,1716223567,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H083894CAAG1716223567,H083894CAAG,1716223567,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H078595CKAA1716224167,H078595CKAA,1716224167,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H085078CKAA1716224167,H085078CKAA,1716224167,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H083618CKAC1716224167,H083618CKAC,1716224167,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H082924CAAD1716224167,H082924CAAD,1716224167,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H083894CAAG1716224167,H083894CAAG,1716224167,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H073611CK8U1716224167,H073611CK8U,1716224167,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083618CKAB1716224167,H083618CKAB,1716224167,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H082924CAAD1716225967,H082924CAAD,1716225967,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H078595CKAA1716225967,H078595CKAA,1716225967,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H083894CAAG1716225967,H083894CAAG,1716225967,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H083618CKAB1716225967,H083618CKAB,1716225967,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H083618CKAC1716225967,H083618CKAC,1716225967,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H073611CK8U1716225967,H073611CK8U,1716225967,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H085078CKAA1716225967,H085078CKAA,1716225967,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H082924CAAD1716226567,H082924CAAD,1716226567,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H078595CKAA1716226567,H078595CKAA,1716226567,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H073611CK8U1716226567,H073611CK8U,1716226567,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083894CAAG1716226567,H083894CAAG,1716226567,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H083618CKAC1716226567,H083618CKAC,1716226567,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H083618CKAB1716226567,H083618CKAB,1716226567,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H085078CKAA1716226567,H085078CKAA,1716226567,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H085078CKAA1716228967,H085078CKAA,1716228967,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H083618CKAC1716228967,H083618CKAC,1716228967,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H073611CK8U1716228967,H073611CK8U,1716228967,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H082924CAAD1716228967,H082924CAAD,1716228967,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H078595CKAA1716228967,H078595CKAA,1716228967,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H083894CAAG1716228967,H083894CAAG,1716228967,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H083618CKAB1716228967,H083618CKAB,1716228967,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H083618CKAC1716229567,H083618CKAC,1716229567,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H082924CAAD1716229567,H082924CAAD,1716229567,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H073611CK8U1716229567,H073611CK8U,1716229567,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H085078CKAA1716229567,H085078CKAA,1716229567,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H083618CKAB1716229567,H083618CKAB,1716229567,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H078595CKAA1716229567,H078595CKAA,1716229567,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H083894CAAG1716229567,H083894CAAG,1716229567,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H083894CAAG1716231367,H083894CAAG,1716231367,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H078595CKAA1716231367,H078595CKAA,1716231367,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H082924CAAD1716231367,H082924CAAD,1716231367,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H085078CKAA1716231367,H085078CKAA,1716231367,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H083618CKAB1716231367,H083618CKAB,1716231367,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H073611CK8U1716231367,H073611CK8U,1716231367,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H083618CKAC1716231367,H083618CKAC,1716231367,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H083618CKAC1716231967,H083618CKAC,1716231967,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H078595CKAA1716231967,H078595CKAA,1716231967,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H083894CAAG1716231967,H083894CAAG,1716231967,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H085078CKAA1716231967,H085078CKAA,1716231967,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H083618CKAB1716231967,H083618CKAB,1716231967,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H073611CK8U1716231967,H073611CK8U,1716231967,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H082924CAAD1716231967,H082924CAAD,1716231967,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H082924CAAD1716233167,H082924CAAD,1716233167,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H083618CKAC1716233167,H083618CKAC,1716233167,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H073611CK8U1716233167,H073611CK8U,1716233167,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H083894CAAG1716233167,H083894CAAG,1716233167,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H083618CKAB1716233167,H083618CKAB,1716233167,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H078595CKAA1716233167,H078595CKAA,1716233167,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H085078CKAA1716233167,H085078CKAA,1716233167,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H083618CKAC1716233767,H083618CKAC,1716233767,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H082924CAAD1716233767,H082924CAAD,1716233767,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H085078CKAA1716233767,H085078CKAA,1716233767,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H073611CK8U1716233767,H073611CK8U,1716233767,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H078595CKAA1716233767,H078595CKAA,1716233767,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H083894CAAG1716233767,H083894CAAG,1716233767,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H083618CKAB1716233767,H083618CKAB,1716233767,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H083618CKAB1716234367,H083618CKAB,1716234367,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H078595CKAA1716234367,H078595CKAA,1716234367,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H073611CK8U1716234367,H073611CK8U,1716234367,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H085078CKAA1716234367,H085078CKAA,1716234367,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H083894CAAG1716234367,H083894CAAG,1716234367,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H082924CAAD1716234367,H082924CAAD,1716234367,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H083618CKAC1716234367,H083618CKAC,1716234367,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H082924CAAD1716235567,H082924CAAD,1716235567,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H083618CKAC1716235567,H083618CKAC,1716235567,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H083618CKAB1716235567,H083618CKAB,1716235567,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H078595CKAA1716235567,H078595CKAA,1716235567,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H085078CKAA1716235567,H085078CKAA,1716235567,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H083894CAAG1716235567,H083894CAAG,1716235567,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H073611CK8U1716235567,H073611CK8U,1716235567,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083618CKAB1716236767,H083618CKAB,1716236767,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H078595CKAA1716236767,H078595CKAA,1716236767,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H085078CKAA1716236767,H085078CKAA,1716236767,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H082924CAAD1716236767,H082924CAAD,1716236767,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H083618CKAC1716236767,H083618CKAC,1716236767,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H083894CAAG1716236767,H083894CAAG,1716236767,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H073611CK8U1716236767,H073611CK8U,1716236767,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H083618CKAC1716237367,H083618CKAC,1716237367,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H085078CKAA1716237367,H085078CKAA,1716237367,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H082924CAAD1716237367,H082924CAAD,1716237367,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H078595CKAA1716237367,H078595CKAA,1716237367,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H083618CKAB1716237367,H083618CKAB,1716237367,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H073611CK8U1716237367,H073611CK8U,1716237367,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083894CAAG1716237367,H083894CAAG,1716237367,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H083894CAAG1716238567,H083894CAAG,1716238567,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H073611CK8U1716238567,H073611CK8U,1716238567,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H083618CKAB1716238567,H083618CKAB,1716238567,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H078595CKAA1716238567,H078595CKAA,1716238567,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H082924CAAD1716238567,H082924CAAD,1716238567,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H083618CKAC1716238567,H083618CKAC,1716238567,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H085078CKAA1716238567,H085078CKAA,1716238567,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H083618CKAC1716239167,H083618CKAC,1716239167,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H083894CAAG1716239167,H083894CAAG,1716239167,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H082924CAAD1716239167,H082924CAAD,1716239167,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H078595CKAA1716239167,H078595CKAA,1716239167,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H083618CKAB1716239167,H083618CKAB,1716239167,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H085078CKAA1716239167,H085078CKAA,1716239167,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H073611CK8U1716239167,H073611CK8U,1716239167,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083618CKAC1716239767,H083618CKAC,1716239767,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H085078CKAA1716239767,H085078CKAA,1716239767,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H078595CKAA1716239767,H078595CKAA,1716239767,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H073611CK8U1716239767,H073611CK8U,1716239767,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H083894CAAG1716239767,H083894CAAG,1716239767,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H082924CAAD1716239767,H082924CAAD,1716239767,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H083618CKAB1716239767,H083618CKAB,1716239767,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H085078CKAA1716240367,H085078CKAA,1716240367,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,1
H083618CKAB1716240367,H083618CKAB,1716240367,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,1
H082924CAAD1716240367,H082924CAAD,1716240367,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
H073611CK8U1716240367,H073611CK8U,1716240367,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,0
H083894CAAG1716240367,H083894CAAG,1716240367,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,1
H078595CKAA1716240367,H078595CKAA,1716240367,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,1
H083618CKAC1716240367,H083618CKAC,1716240367,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,1
H085078CKAA1716240967,H085078CKAA,1716240967,9545,/au/en/product/garden-party-49-voyage-bag-H085078CKAA/,Beige/Natural,Garden Party 49 voyage bag,0
H083618CKAB1716240967,H083618CKAB,1716240967,7300,/au/en/product/steeple-25-bag-H083618CKAB/,Multi-colored,Steeple 25 bag,0
H083618CKAC1716240967,H083618CKAC,1716240967,7300,/au/en/product/steeple-25-bag-H083618CKAC/,Multi-colored,Steeple 25 bag,0
H083894CAAG1716240967,H083894CAAG,1716240967,5900,/au/en/product/pursangle-tote-bag-H083894CAAG/,Multi-colored,Pursangle tote bag,0
H073611CK8U1716240967,H073611CK8U,1716240967,23910,/au/en/product/roulis-mini-bag-H073611CK8U/,Blue,Roulis mini bag,1
H078595CKAA1716240967,H078595CKAA,1716240967,49705,/au/en/product/bolide-1923-45-racing-bag-H078595CKAA/,Blue,Bolide 1923 - 45 Racing bag,0
H082924CAAD1716240967,H082924CAAD,1716240967,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,0
H082924CAAD1716241567,H082924CAAD,1716241567,11955,/au/en/product/cabas-h-en-biais-40-bag-H082924CAAD/,Multi-colored,Cabas H en Biais 40 bag,1
